Tipo de movimiento;Fecha evento;Municipio;Latitud (°);Longitud (°);Fuente
Deslizamiento;4/06/1989;VIOTÁ;4.445395;-74.525493;Catalogo SIMMA
Deslizamiento;4/06/1989;ZIPAQUIRÁ;5.02198;-73.994053;Catalogo SIMMA
Deslizamiento;4/06/1989;YACOPÍ;5.46375;-74.348627;Catalogo SIMMA
Deslizamiento;20/04/1989;SAN CAYETANO;5.304428;-74.073067;Catalogo SIMMA
Deslizamiento;22/03/1989;SAN JUAN DE RIOSECO;4.849028;-74.625535;Catalogo SIMMA
Deslizamiento;22/03/1989;EL COLEGIO;4.581803;-74.448049;Catalogo SIMMA
Deslizamiento;22/11/1988;LA PEÑA;5.198902;-74.395831;Catalogo SIMMA
Deslizamiento;20/11/1988;ÚTICA;5.185;-74.475278;Catalogo SIMMA
Flujo;19/11/1988;ÚTICA;5.187901;-74.483458;Catalogo SIMMA
Deslizamiento;15/07/1987;QUETAME;4.333422;-73.861178;Catalogo SIMMA
Deslizamiento;5/04/1987;CUCUNUBÁ;5.263311;-73.760033;Catalogo SIMMA
Deslizamiento;23/02/1987;QUETAME;4.331545;-73.866417;Catalogo SIMMA
Deslizamiento;4/02/1987;QUETAME;4.326661;-73.864548;Catalogo SIMMA
Deslizamiento;27/10/1986;SAN JUAN DE RIOSECO;4.850739;-74.62298;Catalogo SIMMA
Deslizamiento;8/10/1986;CÁQUEZA;4.4025;-73.942778;Catalogo SIMMA
Deslizamiento;8/10/1986;CÁQUEZA;4.415556;-73.966667;Catalogo SIMMA
Deslizamiento;8/10/1986;CÁQUEZA;4.404952;-73.949619;Catalogo SIMMA
Caida;12/07/1986;GUAYABETAL;4.223633;-73.819245;Catalogo SIMMA
Deslizamiento;4/06/1986;CHOCONTÁ;5.135391;-73.694545;Catalogo SIMMA
Deslizamiento;2/04/1986;GUADUAS;5.07253;-74.605435;Catalogo SIMMA
Deslizamiento;24/01/1986;ZIPAQUIRÁ;5.028735;-74.002134;Catalogo SIMMA
Caida;17/05/1985;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;17/05/1985;CÁQUEZA;4.413801;-73.95733;Catalogo SIMMA
Deslizamiento;27/04/1985;VILLETA;5.017559;-74.471543;Catalogo SIMMA
Deslizamiento;1/01/1985;CHIPAQUE;4.446944;-74.055556;Catalogo SIMMA
Deslizamiento;9/11/1984;ZIPAQUIRÁ;5.022655;-73.992706;Catalogo SIMMA
Deslizamiento;9/11/1984;YACOPÍ;5.454975;-74.33784;Catalogo SIMMA
Deslizamiento;9/11/1984;PANDI;4.199278;-74.486663;Catalogo SIMMA
Deslizamiento;9/11/1984;GIRARDOT;4.322439;-74.807838;Catalogo SIMMA
Deslizamiento;1/11/1984;ZIPAQUIRÁ;5.041569;-74.020318;Catalogo SIMMA
Deslizamiento;1/11/1984;ARBELÁEZ;4.268924;-74.397463;Catalogo SIMMA
Deslizamiento;1/08/1984;CHIPAQUE;4.428028;-73.991778;Catalogo SIMMA
Deslizamiento;9/01/1984;PACHO;5.127553;-74.178132;Catalogo SIMMA
Deslizamiento;14/04/1983;CHIPAQUE;4.445926;-74.04783;Catalogo SIMMA
Deslizamiento;14/04/1983;GUAYABETAL;4.221668;-73.821694;Catalogo SIMMA
Deslizamiento;14/04/1983;GUAYABETAL;4.224125;-73.820224;Catalogo SIMMA
Deslizamiento;31/10/1982;FUSAGASUGÁ;4.341982;-74.371349;Catalogo SIMMA
Deslizamiento;27/10/1982;YACOPÍ;5.46308;-74.335148;Catalogo SIMMA
Deslizamiento;27/10/1982;PUERTO SALGAR;5.470895;-74.652527;Catalogo SIMMA
Deslizamiento;27/10/1982;LA PALMA;5.382457;-74.38667;Catalogo SIMMA
Deslizamiento;4/08/1982;UBATÉ;5.310266;-73.815998;Catalogo SIMMA
Deslizamiento;1/07/1982;GACHALÁ;4.702695;-73.525642;Catalogo SIMMA
Deslizamiento;13/06/1982;ZIPAQUIRÁ;5.032787;-73.99944;Catalogo SIMMA
Deslizamiento;15/05/1982;SAN ANTONIO DE TEQUENDAMA;4.619959;-74.354255;Catalogo SIMMA
Deslizamiento;15/05/1982;VILLETA;5.008101;-74.476925;Catalogo SIMMA
Deslizamiento;15/05/1982;VIOTÁ;4.439315;-74.528854;Catalogo SIMMA
Deslizamiento;2/05/1982;GIRARDOT;4.317208;-74.795648;Catalogo SIMMA
Deslizamiento;15/04/1982;EL COLEGIO;4.568537;-74.440191;Catalogo SIMMA
Deslizamiento;7/04/1982;UBALÁ;4.75247;-73.530692;Catalogo SIMMA
Deslizamiento;7/04/1982;SAN BERNARDO;4.182418;-74.426711;Catalogo SIMMA
Deslizamiento;7/04/1982;QUIPILE;4.748544;-74.536049;Catalogo SIMMA
Deslizamiento;3/04/1982;EL COLEGIO;4.587813;-74.454251;Catalogo SIMMA
Deslizamiento;2/04/1982;VILLETA;5.011479;-74.474233;Catalogo SIMMA
Deslizamiento;18/10/1981;SAN FRANCISCO;4.973277;-74.294178;Catalogo SIMMA
Deslizamiento;18/10/1981;VILLETA;5.008104;-74.470864;Catalogo SIMMA
Deslizamiento;7/08/1981;EL PEÑÓN;5.247222;-74.295474;Catalogo SIMMA
Deslizamiento;7/08/1981;YACOPÍ;5.456998;-74.345254;Catalogo SIMMA
Deslizamiento;7/08/1981;PACHO;5.131303;-74.153849;Catalogo SIMMA
Deslizamiento;7/08/1981;NOCAIMA;5.072207;-74.384309;Catalogo SIMMA
Deslizamiento;7/08/1981;LA VEGA;4.998418;-74.339857;Catalogo SIMMA
Deslizamiento;7/08/1981;LA PALMA;5.361483;-74.393634;Catalogo SIMMA
Deslizamiento;7/08/1981;ARBELÁEZ;4.274246;-74.417288;Catalogo SIMMA
Deslizamiento;2/06/1981;YACOPÍ;5.457675;-74.340537;Catalogo SIMMA
Deslizamiento;2/06/1981;LA PALMA;5.362361;-74.385789;Catalogo SIMMA
Deslizamiento;2/06/1981;EL PEÑÓN;5.233;-74.279987;Catalogo SIMMA
Deslizamiento;2/06/1981;ARBELÁEZ;4.273891;-74.41658;Catalogo SIMMA
Deslizamiento;15/05/1981;TOCAIMA;4.463748;-74.639534;Catalogo SIMMA
Deslizamiento;15/05/1981;CUCUNUBÁ;5.253571;-73.769966;Catalogo SIMMA
Deslizamiento;15/06/1980;CÁQUEZA;4.409722;-73.952222;Catalogo SIMMA
Deslizamiento;15/06/1980;CÁQUEZA;4.407164;-73.949619;Catalogo SIMMA
Deslizamiento;15/06/1980;CÁQUEZA;4.41;-73.959444;Catalogo SIMMA
Deslizamiento;21/10/1979;LA MESA;4.639105;-74.453638;Catalogo SIMMA
Deslizamiento;21/10/1979;PACHO;5.128181;-74.158207;Catalogo SIMMA
Deslizamiento;21/10/1979;MOSQUERA;4.713807;-74.22962;Catalogo SIMMA
Deslizamiento;5/06/1979;UBALÁ;4.740312;-73.529356;Catalogo SIMMA
Deslizamiento;22/11/1977;MANTA;5.00915;-73.542489;Catalogo SIMMA
Deslizamiento;8/07/1976;LA MESA;4.638612;-74.455597;Catalogo SIMMA
Deslizamiento;8/04/1976;TOPAIPÍ;5.349801;-74.312049;Catalogo SIMMA
Deslizamiento;8/04/1976;PACHO;5.14941;-74.138284;Catalogo SIMMA
Deslizamiento;8/04/1976;LA PALMA;5.350999;-74.391885;Catalogo SIMMA
Deslizamiento;3/04/1976;LA MESA;4.638124;-74.44874;Catalogo SIMMA
Deslizamiento;17/07/1975;LA PEÑA;5.202398;-74.39409;Catalogo SIMMA
Deslizamiento;16/07/1975;LA MESA;4.631737;-74.445308;Catalogo SIMMA
Deslizamiento;30/11/1974;CAPARRAPÍ;5.356103;-74.495249;Catalogo SIMMA
Deslizamiento;28/06/1974;GUAYABETAL;4.253056;-73.819722;Catalogo SIMMA
Deslizamiento;28/06/1974;GUAYABETAL;4.253056;-73.819722;Catalogo SIMMA
Deslizamiento;18/06/1974;GUAYABETAL;4.253056;-73.819722;Catalogo SIMMA
Deslizamiento;1/06/1974;QUETAME;4.328913;-73.855567;Catalogo SIMMA
Deslizamiento;1/04/1974;FUSAGASUGÁ;4.338539;-74.377713;Catalogo SIMMA
Deslizamiento;31/10/1972;QUETAME;4.328917;-73.869412;Catalogo SIMMA
Deslizamiento;15/07/1972;GUAYABETAL;4.278667;-73.8361;Catalogo SIMMA
Deslizamiento;2/05/1972;GACHALÁ;4.698334;-73.536095;Catalogo SIMMA
Deslizamiento;8/04/1972;PACHO;5.135048;-74.161944;Catalogo SIMMA
Deslizamiento;8/04/1972;PUERTO SALGAR;5.467136;-74.656271;Catalogo SIMMA
Deslizamiento;7/04/1972;YACOPÍ;5.464428;-74.341888;Catalogo SIMMA
Deslizamiento;7/04/1972;SAN CAYETANO;5.300296;-74.071943;Catalogo SIMMA
Deslizamiento;7/04/1972;ALBÁN;4.877917;-74.415457;Catalogo SIMMA
Deslizamiento;7/04/1972;CAPARRAPÍ;5.361168;-74.493125;Catalogo SIMMA
Deslizamiento;7/04/1972;PACHO;5.134424;-74.159453;Catalogo SIMMA
Deslizamiento;7/04/1972;LA PALMA;5.360611;-74.391018;Catalogo SIMMA
Deslizamiento;1/04/1972;PACHO;5.136921;-74.158208;Catalogo SIMMA
Deslizamiento;1/04/1972;LA PALMA;5.354499;-74.381426;Catalogo SIMMA
Flujo;2/01/1972;VIOTÁ;4.443371;-74.522127;Catalogo SIMMA
Deslizamiento;4/06/1971;GUAYABETAL;4.209492;-73.813239;Catalogo SIMMA
Deslizamiento;23/04/1971;UBALÁ;4.751121;-73.532713;Catalogo SIMMA
Deslizamiento;15/04/1971;SAN FRANCISCO;4.977282;-74.298174;Catalogo SIMMA
Deslizamiento;15/04/1971;TOPAIPÍ;5.356564;-74.287794;Catalogo SIMMA
Deslizamiento;15/04/1971;VIOTÁ;4.444718;-74.528857;Catalogo SIMMA
Deslizamiento;15/04/1971;PACHO;5.130678;-74.156339;Catalogo SIMMA
Deslizamiento;15/04/1971;ANAPOIMA;4.565987;-74.513797;Catalogo SIMMA
Deslizamiento;15/04/1971;LA VEGA;4.992523;-74.332013;Catalogo SIMMA
Deslizamiento;15/04/1971;EL COLEGIO;4.582635;-74.444537;Catalogo SIMMA
Deslizamiento;1/04/1971;EL COLEGIO;4.5875;-74.402222;Catalogo SIMMA
Deslizamiento;8/01/1971;VIOTÁ;4.435265;-74.524141;Catalogo SIMMA
Deslizamiento;30/10/1970;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;29/10/1970;CÁQUEZA;4.422651;-73.975325;Catalogo SIMMA
Deslizamiento;29/10/1970;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;29/10/1970;CÁQUEZA;4.402778;-73.943056;Catalogo SIMMA
Deslizamiento;2/10/1970;QUETAME;4.326285;-73.86118;Catalogo SIMMA
Deslizamiento;8/08/1970;CÁQUEZA;4.401667;-73.941389;Catalogo SIMMA
Deslizamiento;8/08/1970;CÁQUEZA;4.4025;-73.933333;Catalogo SIMMA
Deslizamiento;15/02/1970;ALBÁN;4.861125;-74.436361;Catalogo SIMMA
Deslizamiento;15/02/1970;GUADUAS;5.073361;-74.603368;Catalogo SIMMA
Deslizamiento;15/02/1970;VILLETA;5.016208;-74.472216;Catalogo SIMMA
Deslizamiento;15/07/1968;GACHETÁ;4.82415;-73.637169;Catalogo SIMMA
Deslizamiento;1/06/1968;GACHALÁ;4.693083;-73.524779;Catalogo SIMMA
Deslizamiento;9/07/1966;GACHETÁ;4.81716;-73.638044;Catalogo SIMMA
Deslizamiento;1/04/1966;CÁQUEZA;4.4025;-73.974722;Catalogo SIMMA
Deslizamiento;8/05/1963;LA PALMA;5.368472;-74.396253;Catalogo SIMMA
Deslizamiento;2/02/1963;EL PEÑÓN;5.273092;-74.294192;Catalogo SIMMA
Deslizamiento;1/08/1962;CÁQUEZA;4.435;-73.945833;Catalogo SIMMA
Deslizamiento;7/07/1962;CÁQUEZA;4.407164;-73.950721;Catalogo SIMMA
Deslizamiento;7/07/1962;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;15/05/1962;ÚTICA;5.193301;-74.48885;Catalogo SIMMA
Deslizamiento;15/05/1962;ALBÁN;4.86952;-74.428001;Catalogo SIMMA
Deslizamiento;1/01/1960;ÚTICA;5.165;-74.497778;Catalogo SIMMA
Deslizamiento;1/01/1960;CÁQUEZA;4.410556;-73.936998;Catalogo SIMMA
Deslizamiento;5/01/1959;SESQUILÉ;5.048507;-73.799714;Catalogo SIMMA
Deslizamiento;15/04/1957;PACHO;5.127556;-74.163188;Catalogo SIMMA
Deslizamiento;15/04/1957;ZIPAQUIRÁ;5.021979;-73.990686;Catalogo SIMMA
Deslizamiento;20/11/1954;SOACHA;4.570522;-74.208788;Catalogo SIMMA
Deslizamiento;4/06/1954;NARIÑO;4.399888;-74.834067;Catalogo SIMMA
Deslizamiento;15/02/1953;EL PEÑÓN;5.249813;-74.285153;Catalogo SIMMA
Deslizamiento;17/11/1952;FUSAGASUGÁ;4.340015;-74.372817;Catalogo SIMMA
Deslizamiento;17/11/1952;SILVANIA;4.39222;-74.39891;Catalogo SIMMA
Deslizamiento;8/05/1951;ZIPAQUIRÁ;5.020629;-74.000115;Catalogo SIMMA
Deslizamiento;30/12/1950;ÚTICA;5.175748;-74.478061;Catalogo SIMMA
Deslizamiento;30/12/1950;VILLETA;5.01148;-74.47356;Catalogo SIMMA
Deslizamiento;13/12/1950;ALBÁN;4.880003;-74.438463;Catalogo SIMMA
Deslizamiento;16/10/1950;QUEBRADANEGRA;5.124095;-74.479308;Catalogo SIMMA
Deslizamiento;9/09/1950;GUADUAS;5.074811;-74.605851;Catalogo SIMMA
Deslizamiento;6/05/1950;FUSAGASUGÁ;4.343947;-74.375267;Catalogo SIMMA
Deslizamiento;6/05/1950;GUADUAS;5.073358;-74.607917;Catalogo SIMMA
Deslizamiento;6/05/1950;PUERTO SALGAR;5.469766;-74.655149;Catalogo SIMMA
Deslizamiento;6/05/1950;VILLETA;5.034438;-74.481655;Catalogo SIMMA
Deslizamiento;6/05/1950;GIRARDOT;4.318096;-74.780853;Catalogo SIMMA
Deslizamiento;18/04/1950;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;15/02/1950;GUADUAS;5.072738;-74.605229;Catalogo SIMMA
Flujo;1/01/1949;SAN CAYETANO;5.305;-74.074167;Catalogo SIMMA
Deslizamiento;1/01/1949;SAN CAYETANO;5.298793;-74.072318;Catalogo SIMMA
Deslizamiento;15/04/1946;GIRARDOT;4.31634;-74.790425;Catalogo SIMMA
Deslizamiento;15/08/1945;CHOCONTÁ;5.154604;-73.677976;Catalogo SIMMA
Deslizamiento;15/06/1945;CHOCONTÁ;5.151114;-73.685821;Catalogo SIMMA
Deslizamiento;2/06/1945;SAN ANTONIO DE TEQUENDAMA;4.619585;-74.352008;Catalogo SIMMA
Deslizamiento;24/05/1945;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;5/05/1945;VILLETA;5.006074;-74.476924;Catalogo SIMMA
Deslizamiento;7/04/1945;NILO;4.310518;-74.620724;Catalogo SIMMA
Deslizamiento;11/06/1944;CÁQUEZA;4.406111;-73.951667;Catalogo SIMMA
Deslizamiento;6/05/1944;SAN CAYETANO;5.304428;-74.070444;Catalogo SIMMA
Deslizamiento;3/05/1944;TOPAIPÍ;5.343053;-74.295875;Catalogo SIMMA
Deslizamiento;21/10/1943;GIRARDOT;4.308474;-74.793029;Catalogo SIMMA
Deslizamiento;11/11/1942;GIRARDOT;4.325074;-74.793045;Catalogo SIMMA
Deslizamiento;10/11/1942;SAN JUAN DE RIOSECO;4.850952;-74.624471;Catalogo SIMMA
Deslizamiento;1/11/1942;SAN JUAN DE RIOSECO;4.848388;-74.62383;Catalogo SIMMA
Flujo;8/07/1941;QUETAME;4.330042;-73.864547;Catalogo SIMMA
Deslizamiento;15/06/1939;QUETAME;4.310908;-73.861894;Catalogo SIMMA
Deslizamiento;2/12/1938;GIRARDOT;4.323318;-74.802617;Catalogo SIMMA
Deslizamiento;15/11/1938;LA PALMA;5.360609;-74.394505;Catalogo SIMMA
Deslizamiento;1/11/1938;AGUA DE DIOS;4.370242;-74.643471;Catalogo SIMMA
Deslizamiento;1/11/1938;TOCAIMA;4.461047;-74.638186;Catalogo SIMMA
Deslizamiento;15/05/1938;LA MESA;4.637136;-74.458535;Catalogo SIMMA
Deslizamiento;11/05/1938;LA MESA;4.639103;-74.456577;Catalogo SIMMA
Deslizamiento;6/05/1938;LA MESA;4.626818;-74.453142;Catalogo SIMMA
Deslizamiento;6/04/1938;VIOTÁ;4.441345;-74.521453;Catalogo SIMMA
Deslizamiento;15/11/1937;FUSAGASUGÁ;4.340998;-74.374776;Catalogo SIMMA
Deslizamiento;15/05/1935;SAN JUAN DE RIOSECO;4.849883;-74.625536;Catalogo SIMMA
Deslizamiento;15/05/1935;LA MESA;4.633204;-74.458044;Catalogo SIMMA
Deslizamiento;15/05/1935;PACHO;5.135673;-74.15634;Catalogo SIMMA
Deslizamiento;1/05/1924;SASAIMA;4.965973;-74.436314;Catalogo SIMMA
Deslizamiento;1/05/1924;GIRARDOT;4.320715;-74.783466;Catalogo SIMMA
Deslizamiento;9/12/1923;ZIPACÓN;4.76444;-74.380081;Catalogo SIMMA
Deslizamiento;2/03/1922;SAN CAYETANO;5.302925;-74.072318;Catalogo SIMMA
Deslizamiento;9/04/1921;GIRARDOT;4.314589;-74.793905;Catalogo SIMMA
Deslizamiento;31/08/1917;GUTIÉRREZ;4.128953;-74.099697;Catalogo SIMMA
Deslizamiento;31/08/1917;GUTIÉRREZ;4.250303;-73.939083;Catalogo SIMMA
Deslizamiento;2/01/1900;CÁQUEZA;4.440556;-73.951111;Catalogo SIMMA
Deslizamiento;18/10/1743;FÓMEQUE;4.420061;-73.877719;Catalogo SIMMA
Deslizamiento;18/10/1743;QUETAME;4.317975;-73.854842;Catalogo SIMMA
Deslizamiento;18/10/1743;GUAYABETAL;4.21;-73.81;Catalogo SIMMA
Deslizamiento;18/10/1743;QUETAME;4.33;-73.86;Catalogo SIMMA
Deslizamiento;18/10/1743;QUETAME;4.315517;-73.863978;Catalogo SIMMA
Deslizamiento;17/07/2017;LA CALERA;4.673056;-73.865833;Inventario SIMMA
Deslizamiento;26/06/2017;TIBIRITA;5.081305;-73.515646;Inventario SIMMA
Deslizamiento;19/10/2014;LA MESA;4.682172;-74.458119;Inventario SIMMA
Deslizamiento;4/10/2013;CABRERA;3.980666;-74.485746;Inventario SIMMA
Caida;4/10/2013;CABRERA;3.993889;-74.386944;Inventario SIMMA
Deslizamiento;3/10/2013;PANDI;4.153512;-74.474437;Inventario SIMMA
Flujo;3/10/2013;BOGOTÁ, D.C.;4.167878;-74.170738;Inventario SIMMA
Flujo;3/10/2013;BOGOTÁ, D.C.;4.171908;-74.160001;Inventario SIMMA
Flujo;3/10/2013;CABRERA;3.993611;-74.491111;Inventario SIMMA
Deslizamiento;3/10/2013;SAN BERNARDO;4.172162;-74.402751;Inventario SIMMA
Deslizamiento;25/10/2012;VIANÍ;4.887222;-74.558056;Inventario SIMMA
Deslizamiento;24/10/2012;SAN JUAN DE RIOSECO;4.875556;-74.613056;Inventario SIMMA
Caida;24/10/2012;SAN JUAN DE RIOSECO;4.899167;-74.7175;Inventario SIMMA
Caida;30/06/2012;FÓMEQUE;4.560556;-73.788056;Inventario SIMMA
Caida;20/04/2012;CÁQUEZA;4.4;-73.946111;Inventario SIMMA
Caida;20/04/2012;UBATÉ;5.303889;-73.866944;Inventario SIMMA
Caida;19/04/2012;CÁQUEZA;4.406111;-73.940833;Inventario SIMMA
Deslizamiento;16/04/2012;CÁQUEZA;4.398056;-73.946111;Inventario SIMMA
Caida;12/04/2012;CÁQUEZA;4.394722;-73.9475;Inventario SIMMA
Caida;11/04/2012;CÁQUEZA;4.413889;-73.954167;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.4125;-73.940833;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.404722;-73.949167;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.413333;-73.948333;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.412778;-73.946111;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.413056;-73.943889;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.411111;-73.934444;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.411389;-73.933056;Inventario SIMMA
Deslizamiento;10/04/2012;CÁQUEZA;4.411667;-73.939167;Inventario SIMMA
Caida;10/04/2012;CÁQUEZA;4.413333;-73.945556;Inventario SIMMA
Flujo;10/04/2012;CÁQUEZA;4.412222;-73.939444;Inventario SIMMA
Caida;1/03/2012;CÁQUEZA;4.382778;-73.951944;Inventario SIMMA
Flujo;1/03/2012;CÁQUEZA;4.381667;-73.948889;Inventario SIMMA
Deslizamiento;29/02/2012;PACHO;5.193889;-74.195833;Inventario SIMMA
Flujo;28/02/2012;CÁQUEZA;4.387222;-73.946667;Inventario SIMMA
Caida;28/02/2012;CÁQUEZA;4.389722;-73.956389;Inventario SIMMA
Caida;28/02/2012;CÁQUEZA;4.388611;-73.953889;Inventario SIMMA
Caida;28/02/2012;CÁQUEZA;4.408889;-73.9475;Inventario SIMMA
Caida;28/02/2012;CÁQUEZA;4.388056;-73.9475;Inventario SIMMA
Caida;28/02/2012;CÁQUEZA;4.408333;-73.9475;Inventario SIMMA
Caida;28/02/2012;CÁQUEZA;4.387222;-73.953889;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.397222;-73.953611;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.399167;-73.954444;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.398333;-73.955;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.399444;-73.955278;Inventario SIMMA
Deslizamiento;27/02/2012;CÁQUEZA;4.401667;-73.955278;Inventario SIMMA
Deslizamiento;27/02/2012;CÁQUEZA;4.395833;-73.952778;Inventario SIMMA
Flujo;27/02/2012;CÁQUEZA;4.400833;-73.955;Inventario SIMMA
Flujo;27/02/2012;CÁQUEZA;4.400556;-73.956667;Inventario SIMMA
Flujo;27/02/2012;CÁQUEZA;4.396944;-73.954444;Inventario SIMMA
Flujo;27/02/2012;CÁQUEZA;4.397222;-73.954444;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.400833;-73.955278;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.401944;-73.956111;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.401667;-73.954722;Inventario SIMMA
Caida;27/02/2012;CÁQUEZA;4.401111;-73.955833;Inventario SIMMA
Caida;24/02/2012;CÁQUEZA;4.408333;-73.951111;Inventario SIMMA
Caida;24/02/2012;CÁQUEZA;4.4025;-73.951667;Inventario SIMMA
Caida;23/02/2012;CÁQUEZA;4.411667;-73.955556;Inventario SIMMA
Caida;23/02/2012;CÁQUEZA;4.412222;-73.956389;Inventario SIMMA
Caida;23/02/2012;CÁQUEZA;4.408056;-73.949722;Inventario SIMMA
Caida;23/02/2012;CÁQUEZA;4.408611;-73.950556;Inventario SIMMA
Caida;22/02/2012;CÁQUEZA;4.409722;-73.950833;Inventario SIMMA
Caida;22/02/2012;CÁQUEZA;4.41;-73.950833;Inventario SIMMA
Caida;21/02/2012;CÁQUEZA;4.410556;-73.951389;Inventario SIMMA
Caida;21/02/2012;CÁQUEZA;4.410278;-73.946667;Inventario SIMMA
Caida;21/02/2012;CÁQUEZA;4.409444;-73.948333;Inventario SIMMA
Deslizamiento;21/02/2012;CÁQUEZA;4.41;-73.946389;Inventario SIMMA
Caida;20/02/2012;CÁQUEZA;4.41;-73.945278;Inventario SIMMA
Flujo;20/02/2012;CÁQUEZA;4.408889;-73.945278;Inventario SIMMA
Flujo;20/02/2012;CÁQUEZA;4.4075;-73.945833;Inventario SIMMA
Deslizamiento;17/02/2012;CÁQUEZA;4.410556;-73.944167;Inventario SIMMA
Caida;17/02/2012;CÁQUEZA;4.409722;-73.943611;Inventario SIMMA
Caida;17/02/2012;CÁQUEZA;4.41;-73.935556;Inventario SIMMA
Flujo;16/02/2012;CÁQUEZA;4.409167;-73.9375;Inventario SIMMA
Caida;16/02/2012;CÁQUEZA;4.406944;-73.937778;Inventario SIMMA
Flujo;15/02/2012;CÁQUEZA;4.405278;-73.941944;Inventario SIMMA
Deslizamiento;5/01/2012;SASAIMA;4.928611;-74.408889;Inventario SIMMA
Deslizamiento;5/01/2012;ALBÁN;4.905;-74.4625;Inventario SIMMA
Caida;7/12/2011;CÁQUEZA;4.403611;-73.944444;Inventario SIMMA
Caida;7/12/2011;CÁQUEZA;4.402778;-73.945;Inventario SIMMA
Caida;7/12/2011;CÁQUEZA;4.404722;-73.944167;Inventario SIMMA
Caida;7/12/2011;CÁQUEZA;4.403889;-73.943333;Inventario SIMMA
Deslizamiento;7/12/2011;CÁQUEZA;4.405278;-73.944167;Inventario SIMMA
Caida;7/12/2011;CÁQUEZA;4.403333;-73.943611;Inventario SIMMA
Caida;7/12/2011;CÁQUEZA;4.406389;-73.944444;Inventario SIMMA
Caida;7/12/2011;CÁQUEZA;4.403889;-73.944444;Inventario SIMMA
Caida;6/12/2011;CÁQUEZA;4.401111;-73.939167;Inventario SIMMA
Caida;6/12/2011;CÁQUEZA;4.402778;-73.943611;Inventario SIMMA
Caida;6/12/2011;CÁQUEZA;4.404444;-73.9375;Inventario SIMMA
Caida;6/12/2011;CÁQUEZA;4.405556;-73.936944;Inventario SIMMA
Caida;6/12/2011;CÁQUEZA;4.406111;-73.937222;Inventario SIMMA
Deslizamiento;6/12/2011;CÁQUEZA;4.400556;-73.939167;Inventario SIMMA
Deslizamiento;6/12/2011;CÁQUEZA;4.403611;-73.938056;Inventario SIMMA
Flujo;6/12/2011;CÁQUEZA;4.402778;-73.939722;Inventario SIMMA
Caida;6/12/2011;CÁQUEZA;4.400833;-73.939444;Inventario SIMMA
Caida;6/12/2011;CÁQUEZA;4.4025;-73.941667;Inventario SIMMA
Flujo;2/12/2011;CÁQUEZA;4.386111;-73.946111;Inventario SIMMA
Caida;2/12/2011;CÁQUEZA;4.384722;-73.945833;Inventario SIMMA
Caida;2/12/2011;CÁQUEZA;4.383056;-73.942778;Inventario SIMMA
Caida;2/12/2011;CÁQUEZA;4.387222;-73.946389;Inventario SIMMA
Caida;2/12/2011;CÁQUEZA;4.383889;-73.945556;Inventario SIMMA
Caida;2/12/2011;CÁQUEZA;4.382778;-73.945;Inventario SIMMA
Deslizamiento;1/12/2011;CÁQUEZA;4.388889;-73.943889;Inventario SIMMA
Deslizamiento;1/12/2011;CÁQUEZA;4.392778;-73.946944;Inventario SIMMA
Caida;1/12/2011;CÁQUEZA;4.393056;-73.943889;Inventario SIMMA
Caida;1/12/2011;CÁQUEZA;4.393333;-73.946944;Inventario SIMMA
Caida;1/12/2011;CÁQUEZA;4.392778;-73.9475;Inventario SIMMA
Caida;1/12/2011;CÁQUEZA;4.3925;-73.9475;Inventario SIMMA
Caida;1/12/2011;CÁQUEZA;4.391389;-73.946667;Inventario SIMMA
Caida;1/12/2011;CÁQUEZA;4.391944;-73.946667;Inventario SIMMA
Flujo;1/12/2011;GUADUAS;5.140833;-74.645278;Inventario SIMMA
Caida;1/12/2011;GUADUAS;5.165278;-74.640278;Inventario SIMMA
Caida;1/12/2011;GUADUAS;5.181389;-74.655556;Inventario SIMMA
Caida;1/12/2011;GUADUAS;5.149167;-74.646944;Inventario SIMMA
Caida;1/12/2011;GUADUAS;5.063611;-74.699722;Inventario SIMMA
Caida;30/11/2011;CÁQUEZA;4.400278;-73.945556;Inventario SIMMA
